number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
123,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-reports:5.0.d4j.3,3,319,30,204,145,108,335,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
124,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-service:5.0.d4j.3,0,209,115,250,233,211,542,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
125,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.slf4j:jcl-over-slf4j:1.7.22,3,149,22,49,49,41,111,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
126,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3,0,82,11,13,23,21,21,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
127,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-spi:5.0.d4j.3,5,497,150,258,489,411,818,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
128,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-token:5.0.d4j.3,10,43,26,29,46,23,46,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
129,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3,0,890,9,121,327,119,121,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
130,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3,10,185,54,214,135,1019,1107,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
131,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-xades:5.0.d4j.3,13,388,193,434,620,920,1395,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
132,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:validation-policy:5.0.d4j.3,5,1273,79,907,291,1177,1868,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
133,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-asic-common:5.0.d4j.3,0,96,32,53,78,53,98,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
